horse,track,race_number,race_date,tipster,next_best_bet,value_bet,best_bet,career_3rds,spells_secondup_3rd,career_2nds,spells_firstup_1st,spells_firstup_place,spells_thirdup_odds,spells_thirdup_1st,career_places,spells_secondup_1st,earnings,twelve_months_wins,spells_thirdup_roi,twelve_months_odds,spells_thirdup_place,twelve_months_1sts,career_1sts,career_roi,twelve_months_starts,spells_thirdup_3rd,twelve_months_2nds,spells_thirdup_win,career_wins,spells_secondup_roi,spells_secondup_starts,career_odds,spells_secondup_2nd,age_in_years,career_starts,spells_firstup_win,spells_firstup_2nd,rating,spells_secondup_win,twelve_months_roi,trainer,spells_secondup_place,spells_thirdup_starts,twelve_months_3rds,spells_firstup_starts,spells_secondup_odds,twelve_months_places,spells_firstup_odds,spells_firstup_roi,spells_firstup_3rd,spells_thirdup_2nd,money
Sheidel,Sandown-Hillside,7,2016-04-09,1,False,False,False,1.0,0.0,5.0,2.0,0.8,2.41,4.0,0.77,2.0,1300000.0,0.28,93.0,3.23,1.0,3.0,14.0,43.0,11.0,0.0,3.0,0.8,0.54,6.0,2.0,2.66,1.0,0.0,26.0,0.4,1.0,106.0,0.4,0.12,David & B Hayes & T Dabernig,0.6,4.0,1.0,2.0,2.65,0.64,2.75,10.0,1.0,1.0,False
Criterion,Royal Randwick,9,2016-04-09,1,False,False,False,7.0,2.0,7.0,2.0,0.56,6.0,1.0,0.59,2.0,7300000.0,0.0,14.0,0.0,0.58,0.0,7.0,24.0,3.0,0.0,0.0,0.15,0.2,56.0,2.0,6.37,2.0,0.0,36.0,0.23,0.0,115.0,0.25,1.0,David & B Hayes & T Dabernig,0.75,1.0,1.0,2.0,6.25,0.34,4.6,2.0,3.0,3.0,False
Azkadellia,Royal Randwick,8,2016-04-09,1,False,False,False,2.0,0.0,7.0,3.0,1.0,4.4,1.0,0.89,1.0,1600000.0,0.25,47.0,2.4,0.67,2.0,6.0,15.0,8.0,0.0,4.0,0.34,0.36,33.0,1.0,3.27,2.0,0.0,17.0,0.75,1.0,109.0,0.34,0.4,Ciaron Maher,1.0,1.0,1.0,3.0,2.0,0.88,3.47,160.0,0.0,1.0,True
Noble Joey,Goulburn,2,2016-04-11,1,False,False,False,1.0,0.0,4.0,2.0,0.75,0.0,0.0,0.67,2.0,218000.0,0.3,100.0,5.33,0.34,3.0,5.0,78.0,10.0,1.0,3.0,0.0,0.34,138.0,2.0,5.34,0.0,4.0,15.0,0.5,1.0,80.0,0.5,0.6,Robert & Luke Price,0.5,0.0,1.0,2.0,4.75,0.7,3.6,80.0,0.0,0.0,True
Radioactive,Hamilton,6,2016-04-11,1,False,False,False,2.0,1.0,0.0,0.0,0.25,0.0,0.0,0.25,1.0,25500.0,0.13,100.0,3.4,0.0,1.0,1.0,72.0,8.0,0.0,0.0,0.0,0.09,13.0,1.0,3.4,0.0,0.0,12.0,0.0,0.0,55.0,0.34,0.57,Maureen Harry,0.67,0.0,1.0,0.0,3.4,0.25,0.0,100.0,1.0,0.0,False
Turn Again,Hamilton,4,2016-04-11,1,False,False,False,2.0,0.0,2.0,0.0,0.67,0.0,0.0,0.32,0.0,28200.0,0.12,100.0,2.0,0.34,1.0,1.0,87.0,9.0,1.0,1.0,0.0,0.07,100.0,0.0,2.0,0.0,0.0,16.0,0.0,1.0,57.0,0.0,0.78,Daniel Bowman,0.0,0.0,1.0,0.0,0.0,0.34,0.0,100.0,1.0,0.0,True
Flitero,Murwillumbah,3,2016-04-12,1,False,False,False,3.0,0.0,1.0,0.0,0.0,12.0,1.0,0.45,0.0,164000.0,0.31,300.0,5.85,0.67,4.0,4.0,30.0,13.0,0.0,0.0,0.34,0.23,100.0,0.0,5.85,0.0,0.0,18.0,0.0,0.0,73.0,0.0,0.8,Matthew Dunn,0.0,1.0,3.0,0.0,0.0,0.54,0.0,100.0,0.0,1.0,True
Charlie Who,Gosford,6,2016-04-12,1,False,False,False,1.0,0.0,3.0,1.0,1.0,2.9,1.0,0.7,1.0,54700.0,0.17,45.0,2.9,1.0,1.0,3.0,68.0,6.0,0.0,2.0,0.5,0.3,7.0,1.0,5.58,0.0,5.0,10.0,0.5,1.0,66.0,0.5,0.52,Matthew Smith,0.5,1.0,1.0,1.0,1.85,0.67,12.0,500.0,0.0,1.0,False
Ell Factor,Ballarat,3,2016-04-13,1,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15400.0,0.5,0.0,3.1,0.0,1.0,1.0,55.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,3.1,0.0,0.0,2.0,0.0,0.0,999.0,0.0,0.55,Robbie Griffiths,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
Mesa,Warwick Farm,7,2016-04-13,1,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,48800.0,0.5,0.0,2.5,0.0,1.0,2.0,24.0,2.0,0.0,0.0,0.0,0.4,0.0,0.0,1.9,0.0,0.0,5.0,0.0,0.0,71.0,0.0,0.25,John O'Shea,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,False
Reincarnate,Warwick Farm,4,2016-04-13,1,False,False,False,4.0,2.0,3.0,1.0,0.75,3.3,2.0,0.71,1.0,232000.0,0.46,120.0,2.72,0.67,5.0,5.0,20.0,11.0,0.0,2.0,0.67,0.3,37.0,1.0,2.72,0.0,4.0,17.0,0.25,1.0,81.0,0.25,0.24,John O'Shea,0.75,2.0,2.0,1.0,2.5,0.82,2.0,50.0,1.0,0.0,True
Liberty Island,Warwick Farm,3,2016-04-13,1,False,False,False,4.0,0.0,2.0,0.0,0.34,1.8,1.0,0.34,2.0,161000.0,0.1,64.0,2.8,0.4,1.0,3.0,63.0,11.0,1.0,0.0,0.2,0.12,38.0,2.0,3.37,1.0,6.0,27.0,0.0,1.0,71.0,0.34,0.75,Bruce W Hill,0.5,1.0,2.0,0.0,4.15,0.28,0.0,100.0,1.0,0.0,False
Hostwin Galaxy,Hawkesbury,8,2016-04-14,1,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25100.0,1.0,0.0,5.5,0.0,1.0,2.0,295.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.95,0.0,4.0,2.0,0.0,0.0,60.0,0.0,4.5,Gary Moore,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
Spiced,Hawkesbury,7,2016-04-14,1,False,False,False,3.0,1.0,2.0,0.0,0.67,0.0,0.0,0.47,0.0,62700.0,0.13,100.0,8.0,0.5,1.0,2.0,35.0,8.0,0.0,2.0,0.0,0.14,100.0,0.0,4.9,0.0,0.0,15.0,0.0,0.0,67.0,0.0,0.0,John O'Shea,0.5,0.0,1.0,0.0,0.0,0.5,0.0,100.0,2.0,1.0,False
Supercoach,Hawkesbury,3,2016-04-14,1,False,False,False,9.0,1.0,9.0,0.0,0.17,0.0,0.0,0.5,0.0,208000.0,0.24,100.0,3.67,0.34,3.0,7.0,56.0,13.0,1.0,1.0,0.0,0.14,100.0,0.0,3.18,1.0,0.0,51.0,0.0,0.0,76.0,0.0,0.15,Bjorn Baker,0.34,0.0,2.0,0.0,0.0,0.47,0.0,100.0,1.0,1.0,False
Balletusa,Cranbourne,5,2016-04-15,1,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,12200.0,0.34,0.0,2.2,0.0,1.0,1.0,27.0,3.0,0.0,0.0,0.0,0.34,0.0,0.0,2.2,0.0,0.0,3.0,0.0,0.0,63.0,0.0,0.27,Darren Weir,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,False
Kuznetsova,Cranbourne,4,2016-04-15,1,False,False,False,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.72,1.0,34300.0,0.29,100.0,1.8,0.0,2.0,2.0,49.0,7.0,0.0,2.0,0.0,0.29,20.0,1.0,1.8,0.0,0.0,7.0,0.34,2.0,67.0,0.5,0.49,Ben Currie,1.0,0.0,1.0,1.0,1.6,0.72,2.0,33.0,0.0,0.0,False
Fair Isle,Werribee,4,2016-04-15,1,False,False,False,2.0,0.0,2.0,0.0,0.5,2.25,1.0,0.56,0.0,23200.0,0.2,13.0,2.25,1.0,1.0,1.0,75.0,5.0,1.0,1.0,0.5,0.12,100.0,0.0,2.25,1.0,0.0,9.0,0.0,1.0,61.0,0.0,0.55,David & B Hayes & T Dabernig,0.5,1.0,1.0,0.0,0.0,0.6,0.0,100.0,0.0,0.0,True
Kermadec,Royal Randwick,7,2016-04-16,1,False,False,False,4.0,1.0,3.0,1.0,0.5,4.18,2.0,0.65,0.0,2900000.0,0.0,109.0,0.0,0.5,0.0,4.0,40.0,4.0,0.0,1.0,0.5,0.24,100.0,0.0,5.96,3.0,5.0,17.0,0.25,0.0,114.0,0.0,1.0,Chris Waller,1.0,2.0,2.0,1.0,0.0,0.75,7.5,88.0,1.0,0.0,False
Tap This,Royal Randwick,4,2016-04-16,1,False,False,False,1.0,1.0,1.0,2.0,0.75,0.0,0.0,0.42,0.0,65200.0,0.34,100.0,5.2,0.0,2.0,3.0,37.0,6.0,0.0,0.0,0.0,0.25,100.0,0.0,5.47,0.0,0.0,12.0,0.5,1.0,74.0,0.0,0.73,Peter & Paul Snowden,0.25,0.0,0.0,2.0,0.0,0.34,7.25,263.0,0.0,0.0,False
Old North,Royal Randwick,3,2016-04-16,1,False,False,False,0.0,0.0,1.0,1.0,0.25,4.0,1.0,0.4,1.0,239000.0,0.29,300.0,4.0,1.0,2.0,3.0,14.0,7.0,0.0,1.0,1.0,0.3,13.0,1.0,3.8,0.0,5.0,10.0,0.25,0.0,90.0,0.34,0.14,John O'Shea,0.34,1.0,0.0,1.0,3.4,0.43,4.0,0.0,0.0,0.0,False
Santa Ana Lane,Royal Randwick,2,2016-04-16,1,False,False,False,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.5,1.0,201000.0,0.1,100.0,10.0,0.67,1.0,3.0,4.0,11.0,1.0,1.0,0.0,0.22,55.0,1.0,4.47,0.0,4.0,14.0,0.67,0.0,94.0,0.34,0.09,Lee & Anthony Freedman,0.34,0.0,3.0,2.0,1.35,0.46,6.03,302.0,1.0,1.0,False
Vanderkemp,Wyong,8,2016-04-17,1,False,False,False,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.67,0.0,45000.0,0.25,100.0,2.3,0.0,1.0,2.0,5.0,4.0,0.0,1.0,0.0,0.34,100.0,0.0,3.15,2.0,0.0,6.0,1.0,0.0,70.0,0.0,0.42,Kris Lees,1.0,0.0,0.0,2.0,0.0,0.5,3.15,215.0,0.0,0.0,True
Rosettas Whey,Wyong,3,2016-04-17,1,False,False,False,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.4,0.0,47800.0,0.34,100.0,6.75,0.0,2.0,2.0,35.0,6.0,0.0,0.0,0.0,0.2,100.0,0.0,6.75,0.0,4.0,10.0,0.5,1.0,65.0,0.0,1.25,Gerald Ryan,0.0,0.0,0.0,1.0,0.0,0.34,5.0,150.0,0.0,0.0,True
Angharad,Wyong,1,2016-04-17,1,False,False,False,0.0,0.0,0.0,1.0,0.34,0.0,0.0,0.25,1.0,41500.0,0.29,100.0,4.35,0.0,2.0,2.0,9.0,7.0,0.0,0.0,0.0,0.25,35.0,1.0,4.35,0.0,0.0,8.0,0.34,0.0,65.0,0.5,0.24,John O'Shea,0.5,0.0,0.0,1.0,2.7,0.29,6.0,100.0,0.0,0.0,True
The Bohemian,Muswellbrook,4,2016-04-18,1,False,False,False,3.0,1.0,4.0,0.0,0.25,0.0,0.0,0.4,0.0,57000.0,0.14,100.0,4.2,0.67,2.0,2.0,63.0,15.0,0.0,3.0,0.0,0.09,100.0,0.0,4.2,0.0,0.0,23.0,0.0,0.0,55.0,0.0,0.44,Paul Perry,0.34,0.0,2.0,0.0,0.0,0.47,0.0,100.0,1.0,2.0,True
Time Flies,Muswellbrook,3,2016-04-18,1,False,False,False,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.4,0.0,18400.0,0.0,100.0,0.0,0.5,0.0,0.0,100.0,5.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,999.0,0.0,1.0,Paul Perry,0.5,0.0,2.0,0.0,0.0,0.6,0.0,100.0,0.0,1.0,False
Antonia,Mornington,4,2016-04-18,1,False,False,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,999.0,0.0,1.0,Robbie Laing,0.0,0.0,2.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,False
Nourishing,Coffs Harbour,2,2016-04-19,1,False,False,False,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.56,0.0,19500.0,0.15,100.0,1.5,0.0,1.0,1.0,83.0,7.0,0.0,1.0,0.0,0.12,100.0,0.0,1.5,1.0,3.0,9.0,0.25,2.0,56.0,0.0,0.79,Bradley Hudson,0.34,0.0,1.0,1.0,0.0,0.43,1.5,62.0,1.0,0.0,True
Dreaded,Sale,4,2016-04-19,1,False,False,False,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6,0.0,50400.0,0.16,100.0,6.5,1.0,2.0,2.0,13.0,13.0,2.0,2.0,0.0,0.14,100.0,0.0,6.5,0.0,5.0,15.0,0.0,0.0,66.0,0.0,0.0,Lee & Anthony Freedman,0.67,0.0,4.0,0.0,0.0,0.62,0.0,100.0,0.0,0.0,False
Rostock,Sale,2,2016-04-19,1,False,False,False,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.37,0.0,33500.0,0.08,100.0,3.0,1.0,1.0,1.0,84.0,13.0,1.0,2.0,0.0,0.06,100.0,0.0,3.0,1.0,5.0,19.0,0.0,0.0,56.0,0.0,0.77,Peter Gelagotis,0.25,0.0,1.0,0.0,0.0,0.31,0.0,100.0,0.0,1.0,False
Camouflage,Ipswich,6,2016-04-20,1,False,False,False,3.0,0.0,3.0,0.0,0.0,5.0,2.0,0.59,1.0,62500.0,0.25,233.0,4.13,1.0,3.0,4.0,14.0,12.0,0.0,2.0,0.67,0.24,20.0,1.0,4.85,1.0,0.0,17.0,0.0,0.0,71.0,0.34,0.03,Stuart Kendrick,0.67,2.0,2.0,0.0,2.4,0.59,0.0,100.0,0.0,1.0,True
Think Aloud,Canterbury,7,2016-04-20,1,False,False,False,2.0,1.0,0.0,1.0,0.67,0.0,0.0,0.37,0.0,57500.0,0.13,100.0,8.0,0.0,1.0,2.0,11.0,8.0,0.0,0.0,0.0,0.19,100.0,0.0,6.1,0.0,0.0,11.0,0.34,0.0,68.0,0.0,0.0,Mack Griffith,0.5,0.0,1.0,1.0,0.0,0.25,4.2,40.0,1.0,0.0,False
Magic Alibi,Canterbury,6,2016-04-20,1,False,False,False,3.0,0.0,0.0,2.0,0.75,0.0,0.0,0.4,1.0,130000.0,0.2,100.0,3.95,0.0,2.0,3.0,1.0,10.0,0.0,0.0,0.0,0.2,3.0,1.0,4.97,0.0,0.0,15.0,0.5,0.0,77.0,0.34,0.21,Gerald Ryan,0.34,0.0,3.0,2.0,2.9,0.5,6.0,200.0,1.0,0.0,False
Echo Queen,Canterbury,2,2016-04-20,1,False,False,False,2.0,0.0,5.0,0.0,0.6,0.0,0.0,0.48,0.0,69000.0,0.1,100.0,2.5,0.5,1.0,1.0,85.0,11.0,0.0,4.0,0.0,0.06,100.0,0.0,2.5,1.0,4.0,17.0,0.0,2.0,59.0,0.0,0.77,Chris Waller,0.2,0.0,1.0,0.0,0.0,0.55,0.0,100.0,1.0,1.0,False
Press Play,Townsville,6,2016-04-22,1,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,999.0,0.0,0.0,S Fahey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Sebring Angel,Townsville,1,2016-04-22,1,False,False,False,0.0,0.0,0.0,0.0,0.0,5.5,1.0,0.2,0.0,5200.0,0.34,450.0,5.5,1.0,1.0,1.0,10.0,3.0,0.0,0.0,1.0,0.2,100.0,0.0,5.5,0.0,4.0,5.0,0.0,0.0,47.0,0.0,0.83,John Manzelmann,0.0,1.0,0.0,0.0,0.0,0.34,0.0,100.0,0.0,0.0,False
Star Planet,Colac,2,2016-04-22,1,False,False,False,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.32,0.0,76600.0,0.1,100.0,2.8,0.5,1.0,1.0,85.0,11.0,1.0,2.0,0.0,0.06,100.0,0.0,2.8,0.0,4.0,19.0,0.0,0.0,61.0,0.0,0.75,John Sadler,0.0,0.0,1.0,0.0,0.0,0.37,0.0,100.0,0.0,0.0,False
Ziganui,Canberra,3,2016-04-22,1,False,False,False,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.88,1.0,67300.0,0.43,100.0,3.03,1.0,3.0,4.0,151.0,7.0,1.0,0.0,0.0,0.5,200.0,1.0,5.03,0.0,4.0,8.0,0.67,0.0,69.0,1.0,0.3,Keith Dryden & Scott Collings,1.0,0.0,3.0,2.0,3.0,0.86,6.9,360.0,1.0,0.0,True
His Majesty,Rosehill Gardens,7,2016-04-23,1,False,False,False,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,999.0,0.0,1.0,Chris McNab,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,False
Flex,Bendigo,6,2016-04-24,1,False,False,False,1.0,0.0,2.0,0.0,0.34,0.0,0.0,0.46,2.0,40600.0,0.13,100.0,4.8,0.34,1.0,2.0,40.0,8.0,1.0,1.0,0.0,0.19,120.0,2.0,3.3,0.0,0.0,11.0,0.0,1.0,65.0,0.67,0.4,Stephen Brown,0.67,0.0,1.0,0.0,3.3,0.38,0.0,100.0,0.0,0.0,False
Pera Pera,Tamworth,7,2016-04-24,1,False,False,False,2.0,0.0,6.0,1.0,0.67,4.6,1.0,0.63,2.0,287000.0,0.27,53.0,2.48,0.67,4.0,7.0,12.0,15.0,0.0,3.0,0.34,0.3,177.0,2.0,3.01,1.0,0.0,24.0,0.34,0.0,86.0,0.67,0.34,Mack Griffith,1.0,1.0,1.0,1.0,4.15,0.54,1.8,40.0,1.0,1.0,False
Nevis,Flemington,7,2016-04-25,1,False,False,False,0.0,0.0,0.0,2.0,0.34,9.0,1.0,0.36,1.0,248000.0,0.25,200.0,7.5,0.34,2.0,5.0,59.0,8.0,0.0,0.0,0.34,0.36,43.0,1.0,4.45,0.0,0.0,14.0,0.34,0.0,94.0,0.34,0.88,Robert Hickmott,0.34,1.0,0.0,2.0,1.7,0.25,2.78,7.0,0.0,0.0,False
High Church,Flemington,6,2016-04-25,1,False,False,False,4.0,1.0,4.0,0.0,0.5,5.5,1.0,0.6,0.0,218000.0,0.25,38.0,3.77,0.75,3.0,5.0,10.0,12.0,2.0,3.0,0.25,0.23,100.0,0.0,3.94,1.0,5.0,22.0,0.0,1.0,94.0,0.0,0.06,Darren Weir,0.5,1.0,1.0,0.0,0.0,0.59,0.0,100.0,1.0,0.0,False
Turbo Miss,Flemington,4,2016-04-25,1,False,False,False,3.0,1.0,2.0,0.0,0.34,17.35,2.0,0.57,0.0,92200.0,0.29,1635.0,2.08,1.0,2.0,4.0,143.0,7.0,0.0,2.0,1.0,0.25,100.0,0.0,9.71,1.0,0.0,16.0,0.0,0.0,73.0,0.0,0.41,Darren Weir,0.67,2.0,2.0,0.0,0.0,0.86,0.0,100.0,1.0,0.0,False
Fleur Fatale,Flemington,1,2016-04-25,1,False,False,False,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,147000.0,0.0,0.0,0.0,0.0,0.0,1.0,300.0,3.0,0.0,2.0,0.0,0.25,0.0,0.0,16.0,0.0,0.0,4.0,0.0,0.0,70.0,0.0,1.0,Darren Weir,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
Layo Layo,Wagga Wagga,6,2016-04-26,1,False,False,False,5.0,0.0,5.0,1.0,0.8,3.8,1.0,0.52,1.0,95000.0,0.25,5.0,6.2,0.5,3.0,5.0,18.0,12.0,0.0,0.0,0.25,0.18,58.0,1.0,4.78,2.0,0.0,29.0,0.2,1.0,72.0,0.2,0.55,Darryl Rolfe,0.6,1.0,3.0,1.0,2.1,0.5,13.0,160.0,2.0,1.0,False
Lucky Ima Cugat,Taree,6,2016-04-26,1,False,False,False,9.0,0.0,4.0,1.0,0.34,3.9,2.0,0.31,1.0,167000.0,0.0,30.0,0.0,0.67,0.0,9.0,20.0,14.0,2.0,0.0,0.34,0.13,62.0,1.0,6.48,0.0,0.0,73.0,0.17,0.0,67.0,0.17,1.0,Steve Hodge,0.17,2.0,2.0,1.0,2.25,0.15,5.0,17.0,1.0,0.0,False
Gadot,Taree,1,2016-04-26,1,False,False,False,0.0,0.0,3.0,1.0,0.5,0.0,0.0,0.34,0.0,29500.0,0.1,100.0,2.7,0.34,1.0,2.0,70.0,10.0,0.0,2.0,0.0,0.14,100.0,0.0,2.23,0.0,0.0,15.0,0.25,1.0,53.0,0.0,0.73,Kristen Buchanan,0.0,0.0,0.0,1.0,0.0,0.3,2.7,32.0,0.0,1.0,False
Avenue Whisper,Ballarat,2,2016-04-26,1,False,False,False,2.0,0.0,6.0,0.0,0.67,2.25,1.0,0.75,0.0,77400.0,0.1,125.0,2.25,1.0,1.0,1.0,81.0,10.0,0.0,4.0,1.0,0.09,100.0,0.0,2.25,3.0,4.0,12.0,0.0,1.0,63.0,0.0,0.77,Darren Weir,1.0,1.0,2.0,0.0,0.0,0.7,0.0,100.0,1.0,0.0,False
Our Buddy Boy,Bunbury,4,2016-04-27,1,False,False,False,0.0,0.0,2.0,0.0,0.34,2.8,1.0,0.18,0.0,16000.0,0.1,7.0,2.8,0.34,1.0,1.0,84.0,11.0,0.0,2.0,0.34,0.06,100.0,0.0,2.8,1.0,0.0,17.0,0.0,1.0,56.0,0.0,0.75,Rebecca Wallrodt,0.34,1.0,0.0,0.0,0.0,0.28,0.0,100.0,0.0,0.0,True
Gracida,Gold Coast,5,2016-04-27,1,False,False,False,1.0,1.0,4.0,2.0,0.8,0.0,0.0,0.58,1.0,69800.0,0.34,100.0,1.9,0.0,2.0,3.0,60.0,6.0,0.0,0.0,0.0,0.22,47.0,1.0,1.85,1.0,0.0,14.0,0.4,2.0,68.0,0.34,0.37,Tony Gollan,1.0,0.0,1.0,2.0,1.6,0.5,1.98,21.0,0.0,0.0,False
Torpenhow,Wyong,7,2016-04-28,1,False,False,False,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.8,1.0,60100.0,0.4,100.0,1.41,1.0,2.0,2.0,44.0,5.0,0.0,2.0,0.0,0.4,22.0,1.0,1.41,1.0,0.0,5.0,0.5,0.0,74.0,0.5,0.44,John O'Shea,1.0,0.0,0.0,1.0,1.55,0.8,1.26,37.0,0.0,1.0,True
Fair Isle,Cranbourne,4,2016-04-29,1,False,False,False,2.0,0.0,2.0,0.0,0.5,2.25,1.0,0.56,0.0,23200.0,0.2,13.0,2.25,1.0,1.0,1.0,75.0,5.0,1.0,1.0,0.5,0.12,100.0,0.0,2.25,1.0,0.0,9.0,0.0,1.0,61.0,0.0,0.55,David & B Hayes & T Dabernig,0.5,1.0,1.0,0.0,0.0,0.6,0.0,100.0,0.0,0.0,False
Antonia,Cranbourne,3,2016-04-29,1,False,False,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,999.0,0.0,1.0,Robbie Laing,0.0,0.0,2.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,False
Lucky Nic,Muswellbrook,5,2016-04-29,1,False,False,False,5.0,3.0,4.0,1.0,0.6,0.0,0.0,0.44,1.0,78700.0,0.17,100.0,4.4,0.25,2.0,5.0,37.0,12.0,1.0,0.0,0.0,0.16,12.0,1.0,4.04,0.0,0.0,32.0,0.2,1.0,63.0,0.2,0.27,Greg Bennett,0.8,0.0,1.0,1.0,4.4,0.25,3.8,24.0,1.0,0.0,False
Final Gaze,Muswellbrook,3,2016-04-29,1,False,False,False,2.0,0.0,1.0,1.0,0.67,0.0,0.0,0.37,0.0,31100.0,0.1,100.0,2.8,0.0,1.0,1.0,75.0,10.0,0.0,1.0,0.0,0.1,100.0,0.0,2.8,0.0,0.0,11.0,0.34,0.0,60.0,0.0,0.72,Kylie Gavenlock,0.0,0.0,2.0,1.0,0.0,0.4,2.8,7.0,1.0,0.0,False
Charmed Harmony,Caulfield,8,2016-04-30,1,False,False,False,2.0,0.0,4.0,3.0,0.6,0.0,0.0,0.53,1.0,566000.0,0.13,100.0,3.4,0.25,1.0,13.0,47.0,8.0,0.0,1.0,0.0,0.37,40.0,1.0,4.07,0.0,7.0,36.0,0.6,0.0,103.0,0.2,0.57,John Sadler,0.2,0.0,0.0,3.0,7.0,0.25,2.97,78.0,0.0,1.0,True
Trubia,Doomben,8,2016-04-30,1,False,False,False,7.0,2.0,0.0,2.0,1.0,2.2,1.0,0.69,0.0,265000.0,0.13,27.0,4.0,0.34,1.0,6.0,20.0,8.0,0.0,0.0,0.34,0.32,100.0,0.0,3.8,0.0,5.0,19.0,0.4,0.0,89.0,0.0,0.5,Michael Lakey,0.5,1.0,3.0,2.0,0.0,0.5,5.5,120.0,3.0,0.0,False
Mighty Lucky,Hawkesbury,7,2016-04-30,1,False,False,False,5.0,1.0,9.0,1.0,0.45,21.0,1.0,0.52,3.0,699000.0,0.25,200.0,12.4,0.43,2.0,9.0,102.0,8.0,1.0,1.0,0.15,0.2,224.0,3.0,10.11,1.0,0.0,45.0,0.12,2.0,105.0,0.38,2.1,Fred Cowell,0.63,1.0,0.0,1.0,8.63,0.38,20.0,122.0,1.0,1.0,False
Hipparchus,Hawkesbury,2,2016-04-30,1,False,False,False,1.0,0.0,3.0,1.0,0.2,3.1,1.0,0.54,1.0,220000.0,0.25,55.0,3.17,1.0,3.0,4.0,143.0,12.0,0.0,3.0,0.5,0.27,65.0,1.0,9.13,0.0,0.0,15.0,0.2,0.0,87.0,0.5,0.21,Chris Waller,0.5,1.0,1.0,1.0,3.3,0.59,27.0,440.0,0.0,1.0,True
Meiner Freccia,Kembla Grange,8,2016-05-03,1,False,False,False,6.0,1.0,6.0,2.0,0.8,0.0,0.0,0.66,1.0,245000.0,0.38,100.0,4.03,0.67,3.0,3.0,47.0,8.0,2.0,1.0,0.0,0.14,17.0,1.0,4.03,0.0,5.0,23.0,0.4,0.0,74.0,0.25,0.51,Kim Waugh,0.5,0.0,2.0,2.0,3.3,0.75,4.4,76.0,2.0,0.0,False
Pinzu,Belmont,3,2016-05-04,1,False,False,False,2.0,2.0,5.0,0.0,1.0,2.0,1.0,0.86,1.0,144000.0,0.37,33.0,3.15,0.67,4.0,5.0,2.0,11.0,0.0,3.0,0.34,0.36,43.0,1.0,2.86,0.0,5.0,14.0,0.0,3.0,79.0,0.34,0.15,G Durrant & J Miller,1.0,1.0,2.0,0.0,1.7,0.82,0.0,100.0,0.0,1.0,True
