horse,track,race_number,race_date,tipster,next_best_bet,value_bet,best_bet,career_3rds,spells_secondup_3rd,career_2nds,spells_firstup_1st,spells_firstup_place,spells_thirdup_odds,spells_thirdup_1st,career_places,spells_secondup_1st,earnings,twelve_months_wins,spells_thirdup_roi,twelve_months_odds,spells_thirdup_place,twelve_months_1sts,career_1sts,career_roi,twelve_months_starts,spells_thirdup_3rd,twelve_months_2nds,spells_thirdup_win,career_wins,spells_secondup_roi,spells_secondup_starts,career_odds,spells_secondup_2nd,age_in_years,career_starts,spells_firstup_win,spells_firstup_2nd,rating,spells_secondup_win,twelve_months_roi,trainer,spells_secondup_place,spells_thirdup_starts,twelve_months_3rds,spells_firstup_starts,spells_secondup_odds,twelve_months_places,spells_firstup_odds,spells_firstup_roi,spells_firstup_3rd,spells_thirdup_2nd,money
Jekota,Rockhampton,7,2016-12-20,2,False,False,True,3.0,1.0,0.0,0.0,0.5,2.0,1.0,0.72,0.0,19200.0,0.34,100.0,2.0,1.0,2.0,2.0,43.0,6.0,0.0,0.0,1.0,0.29,100.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,61.0,0.0,0.33,Jamie McConachy,0.5,1.0,2.0,0.0,0.0,0.67,0.0,100.0,1.0,0.0,False
Norudder Nocompass,Rockhampton,6,2016-12-20,2,False,False,False,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.78,1.0,29700.0,0.23,100.0,1.7,1.0,2.0,2.0,62.0,9.0,0.0,4.0,0.0,0.23,10.0,1.0,1.7,1.0,0.0,9.0,0.0,1.0,63.0,0.5,0.62,Jamie McConachy,1.0,0.0,1.0,0.0,1.8,0.78,0.0,100.0,1.0,2.0,False
Rusty Scooter,Rockhampton,5,2016-12-20,2,False,True,False,2.0,1.0,3.0,0.0,0.0,2.0,1.0,0.6,0.0,34600.0,0.1,0.0,2.0,0.5,1.0,1.0,80.0,10.0,0.0,3.0,0.5,0.1,100.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,56.0,0.0,0.8,Tom Button,1.0,1.0,2.0,0.0,0.0,0.6,0.0,100.0,0.0,0.0,False
Futureal,Rockhampton,4,2016-12-20,2,False,False,False,0.0,0.0,4.0,0.0,1.0,2.5,1.0,0.7,1.0,39100.0,0.3,25.0,2.13,1.0,3.0,3.0,36.0,10.0,0.0,4.0,0.5,0.3,35.0,1.0,2.13,0.0,0.0,10.0,0.0,2.0,65.0,0.5,0.36,Ricky Vale,0.5,1.0,0.0,0.0,1.3,0.7,0.0,100.0,0.0,1.0,True
Fraar Jester,Rockhampton,3,2016-12-20,2,False,False,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.67,0.0,4300.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,999.0,0.0,1.0,Tim Cook,0.0,0.0,1.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,False
Courtzig,Rockhampton,2,2016-12-20,2,True,False,False,4.0,0.0,1.0,1.0,0.34,0.0,0.0,0.43,0.0,66800.0,0.32,100.0,9.33,0.34,6.0,7.0,111.0,19.0,1.0,1.0,0.0,0.25,100.0,0.0,8.42,0.0,0.0,28.0,0.34,0.0,72.0,0.0,1.94,Clinton Thompson,0.0,0.0,3.0,1.0,0.0,0.53,3.0,0.0,0.0,0.0,True
Heartbreak Harry,Rockhampton,1,2016-12-20,2,False,False,False,9.0,1.0,3.0,0.0,0.0,2.2,1.0,0.49,0.0,151000.0,0.19,45.0,6.75,1.0,3.0,8.0,1.0,16.0,3.0,2.0,0.25,0.2,100.0,0.0,5.16,0.0,0.0,41.0,0.0,0.0,71.0,0.0,0.27,Brad Herne,0.25,1.0,4.0,0.0,0.0,0.57,0.0,100.0,0.0,0.0,False
Capital Magic,Coffs Harbour,8,2016-12-20,2,False,False,False,1.0,0.0,2.0,1.0,0.34,0.0,0.0,0.3,0.0,40000.0,0.16,100.0,8.1,0.34,2.0,2.0,5.0,13.0,1.0,2.0,0.0,0.12,100.0,0.0,8.1,1.0,4.0,17.0,0.34,0.0,51.0,0.0,0.25,Bob Milligan,0.34,0.0,1.0,1.0,0.0,0.39,13.0,333.0,0.0,0.0,False
Star Fest,Coffs Harbour,7,2016-12-20,2,False,False,False,5.0,1.0,7.0,0.0,0.0,0.0,0.0,0.36,0.0,59100.0,0.0,100.0,0.0,0.25,0.0,2.0,83.0,15.0,1.0,3.0,0.0,0.06,100.0,0.0,3.4,1.0,0.0,39.0,0.0,0.0,45.0,0.0,1.0,Sally Taylor,0.5,0.0,3.0,0.0,0.0,0.4,0.0,100.0,0.0,0.0,False
Gold Torque,Coffs Harbour,6,2016-12-20,2,False,False,True,4.0,0.0,4.0,1.0,0.5,0.0,0.0,0.56,1.0,57000.0,0.0,100.0,0.0,0.0,0.0,2.0,43.0,13.0,0.0,4.0,0.0,0.12,5.0,1.0,5.1,1.0,0.0,18.0,0.25,0.0,64.0,0.25,1.0,Jenny Graham,0.5,0.0,4.0,1.0,4.2,0.62,6.0,50.0,1.0,0.0,False
Jimmy Bea,Coffs Harbour,5,2016-12-20,2,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.0,7400.0,0.17,100.0,3.5,0.0,1.0,1.0,42.0,6.0,0.0,0.0,0.0,0.17,250.0,1.0,3.5,0.0,4.0,6.0,0.0,0.0,49.0,1.0,0.42,Gordon Yorke,1.0,0.0,0.0,0.0,3.5,0.17,0.0,100.0,0.0,0.0,False
Jameslea World,Coffs Harbour,4,2016-12-20,2,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,999.0,0.0,1.0,Alan Ryan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Samsili,Coffs Harbour,3,2016-12-20,2,False,False,False,6.0,0.0,4.0,1.0,0.13,0.0,0.0,0.24,0.0,84300.0,0.0,100.0,0.0,0.0,0.0,5.0,41.0,20.0,0.0,2.0,0.0,0.08,100.0,0.0,7.5,0.0,8.0,64.0,0.13,0.0,47.0,0.0,1.0,Philip Minter,0.0,0.0,1.0,1.0,0.0,0.15,8.0,0.0,0.0,0.0,False
Bonnie Sare,Coffs Harbour,2,2016-12-20,2,True,False,False,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,31200.0,0.09,100.0,4.8,1.0,1.0,1.0,60.0,12.0,1.0,2.0,0.0,0.09,100.0,0.0,4.8,0.0,0.0,12.0,0.0,0.0,51.0,0.0,0.6,Allan Foran,0.0,0.0,3.0,0.0,0.0,0.5,0.0,100.0,0.0,0.0,True
Sehaab,Coffs Harbour,1,2016-12-20,2,False,False,False,1.0,1.0,2.0,0.0,0.34,0.0,0.0,0.22,0.0,13600.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,12.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,999.0,0.0,1.0,Neil Godbolt,0.34,0.0,1.0,0.0,0.0,0.25,0.0,100.0,0.0,0.0,False
Transfixed,Mornington,6,2016-12-20,2,False,False,True,7.0,2.0,8.0,0.0,0.25,0.0,0.0,0.58,0.0,53600.0,0.07,100.0,2.5,0.67,1.0,1.0,91.0,16.0,0.0,6.0,0.0,0.04,100.0,0.0,2.5,1.0,0.0,28.0,0.0,1.0,54.0,0.0,0.84,Richard Laming,0.75,0.0,2.0,0.0,0.0,0.57,0.0,100.0,0.0,2.0,False
Keep Courting,Mornington,4,2016-12-20,2,False,True,False,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.46,1.0,34300.0,0.2,100.0,3.7,0.5,2.0,2.0,33.0,10.0,1.0,1.0,0.0,0.19,100.0,1.0,3.7,0.0,4.0,11.0,0.0,0.0,64.0,0.5,0.26,Peter Healey,0.5,0.0,2.0,0.0,4.0,0.5,0.0,100.0,0.0,0.0,False
Port Bowler,Mornington,3,2016-12-20,2,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,999.0,0.0,1.0,Robert Smerdon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,False
Allisam,Mornington,2,2016-12-20,2,True,False,False,2.0,1.0,1.0,0.0,1.0,5.5,1.0,0.58,0.0,24400.0,0.15,175.0,5.5,0.5,1.0,1.0,21.0,7.0,0.0,1.0,0.5,0.15,100.0,0.0,5.5,0.0,4.0,7.0,0.0,1.0,999.0,0.0,0.21,Logan McGill,0.5,1.0,2.0,0.0,0.0,0.58,0.0,100.0,1.0,0.0,False
Scappare,Mornington,1,2016-12-20,2,False,False,False,1.0,0.0,0.0,0.0,0.5,2.0,1.0,0.43,1.0,30900.0,0.29,100.0,3.2,1.0,2.0,2.0,9.0,7.0,0.0,0.0,1.0,0.29,120.0,1.0,3.2,0.0,0.0,7.0,0.0,0.0,65.0,0.5,0.09,Matt Laurie,0.5,1.0,1.0,0.0,4.4,0.43,0.0,100.0,1.0,0.0,True
Big Pegg,"Launceston, Tasmanian Stakes night",8,2016-12-21,2,True,False,True,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.56,0.0,75200.0,0.25,100.0,5.88,0.67,4.0,6.0,13.0,16.0,1.0,3.0,0.0,0.21,100.0,0.0,5.45,2.0,0.0,29.0,0.0,0.0,71.0,0.0,0.47,Scott Brunton,0.67,0.0,1.0,0.0,0.0,0.5,0.0,100.0,0.0,1.0,False
Speed Force,"Launceston, Tasmanian Stakes night",7,2016-12-21,2,False,False,False,2.0,0.0,4.0,0.0,0.34,0.0,0.0,0.63,0.0,56600.0,0.29,100.0,11.55,0.5,4.0,4.0,189.0,14.0,1.0,4.0,0.0,0.25,100.0,0.0,11.55,1.0,5.0,16.0,0.0,1.0,70.0,0.0,2.3,Bill Ryan,0.5,0.0,2.0,0.0,0.0,0.72,0.0,100.0,0.0,0.0,True
Admiral,"Launceston, Tasmanian Stakes night",6,2016-12-21,2,False,False,True,0.0,0.0,5.0,1.0,0.75,0.0,0.0,0.34,1.0,93100.0,0.2,100.0,2.0,0.34,2.0,4.0,70.0,10.0,0.0,1.0,0.0,0.15,33.0,1.0,2.0,0.0,0.0,27.0,0.25,2.0,999.0,0.34,0.6,Stephen Ralph,0.34,0.0,0.0,1.0,2.0,0.3,2.0,50.0,0.0,1.0,True
Hot Dipped,"Launceston, Tasmanian Stakes night",5,2016-12-21,2,True,False,False,0.0,0.0,1.0,2.0,0.67,1.5,2.0,0.75,2.0,320000.0,0.64,50.0,1.74,1.0,7.0,8.0,24.0,11.0,0.0,1.0,1.0,0.67,3.0,2.0,1.86,0.0,3.0,12.0,0.67,0.0,82.0,0.67,0.11,Brendan Mcshane,0.67,2.0,0.0,2.0,1.45,0.73,3.05,103.0,0.0,0.0,True
Killin Falls,"Launceston, Tasmanian Stakes night",3,2016-12-21,2,False,False,False,2.0,0.0,3.0,0.0,0.5,0.0,0.0,0.7,1.0,33700.0,0.2,100.0,3.35,1.0,2.0,2.0,33.0,10.0,1.0,3.0,0.0,0.2,50.0,1.0,3.35,0.0,4.0,10.0,0.0,1.0,64.0,0.5,0.33,Glenn Stevenson,0.5,0.0,2.0,0.0,3.0,0.7,0.0,100.0,0.0,0.0,True
In Bloom,"Launceston, Tasmanian Stakes night",2,2016-12-21,2,False,True,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.17,0.0,3500.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,6.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,59.0,0.0,1.0,Barry Campbell,0.5,0.0,0.0,0.0,0.0,0.17,0.0,100.0,0.0,0.0,False
Gee Gee Countryboy,"Launceston, Tasmanian Stakes night",1,2016-12-21,2,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,999.0,0.0,1.0,"Leon, Dean & Trent Wells",0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,False
Usherette,Ascot,7,2016-12-21,2,False,True,False,0.0,0.0,0.0,3.0,1.0,6.0,1.0,0.75,1.0,288000.0,0.8,500.0,4.63,1.0,4.0,6.0,47.0,5.0,0.0,0.0,1.0,0.75,100.0,1.0,3.92,0.0,4.0,8.0,1.0,0.0,999.0,0.5,0.85,A Fabre,0.5,1.0,0.0,3.0,0.0,0.8,2.5,17.0,0.0,0.0,False
Battle Torque,Ascot,6,2016-12-21,2,False,False,False,3.0,0.0,4.0,0.0,0.67,1.5,1.0,0.63,0.0,65900.0,0.1,50.0,3.1,0.67,1.0,3.0,56.0,11.0,1.0,3.0,0.34,0.19,100.0,0.0,2.33,2.0,0.0,16.0,0.0,0.0,64.0,0.0,0.72,G Durrant & J Miller,0.67,1.0,2.0,0.0,0.0,0.55,0.0,100.0,2.0,0.0,False
Swiftly,Ascot,5,2016-12-21,2,False,False,False,3.0,2.0,0.0,1.0,0.34,0.0,0.0,0.45,0.0,26300.0,0.13,100.0,3.8,0.0,1.0,1.0,58.0,8.0,0.0,0.0,0.0,0.12,100.0,0.0,3.8,0.0,0.0,9.0,0.34,0.0,56.0,0.0,0.52,Dion Luciani,1.0,0.0,3.0,1.0,0.0,0.5,3.8,27.0,0.0,0.0,False
Detango,Ascot,4,2016-12-21,2,False,False,True,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,1.0,21700.0,0.5,100.0,15.3,0.0,2.0,2.0,665.0,4.0,0.0,0.0,0.0,0.5,360.0,1.0,15.3,0.0,4.0,4.0,0.5,0.0,61.0,1.0,6.65,Brett Pope,1.0,0.0,0.0,1.0,4.6,0.5,26.0,1200.0,0.0,0.0,False
Four Letter Werd,Ascot,3,2016-12-21,2,False,False,False,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,1.0,20600.0,0.2,100.0,3.9,1.0,1.0,1.0,22.0,5.0,1.0,1.0,0.0,0.2,290.0,1.0,3.9,0.0,4.0,5.0,0.0,0.0,62.0,1.0,0.22,Chris Gangemi,1.0,0.0,2.0,0.0,3.9,0.8,0.0,100.0,0.0,0.0,False
Toppa Dawozza,Ascot,2,2016-12-21,2,False,False,False,10.0,2.0,6.0,0.0,0.2,0.0,0.0,0.41,0.0,130000.0,0.0,100.0,0.0,0.2,0.0,2.0,77.0,17.0,0.0,2.0,0.0,0.05,100.0,0.0,5.1,0.0,6.0,44.0,0.0,1.0,65.0,0.0,1.0,Gary Crispin,0.4,0.0,4.0,0.0,0.0,0.36,0.0,100.0,0.0,1.0,False
Belter,Ascot,1,2016-12-21,2,True,False,False,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.67,1.0,50200.0,0.17,100.0,5.0,1.0,1.0,1.0,17.0,6.0,0.0,3.0,0.0,0.17,400.0,1.0,5.0,0.0,3.0,6.0,0.0,1.0,66.0,1.0,0.17,Sean Casey,1.0,0.0,0.0,0.0,5.0,0.67,0.0,100.0,0.0,1.0,False
Most Exalted,Warwick Farm,7,2016-12-21,2,True,False,False,4.0,1.0,4.0,0.0,1.0,0.0,0.0,0.59,0.0,132000.0,0.17,100.0,2.28,0.34,2.0,2.0,73.0,12.0,0.0,2.0,0.0,0.12,100.0,0.0,2.28,0.0,4.0,17.0,0.0,1.0,71.0,0.0,0.62,James Cummings,0.34,0.0,3.0,0.0,0.0,0.59,0.0,100.0,2.0,1.0,False
Crafty Tycoon,Warwick Farm,5,2016-12-21,2,True,True,True,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.34,1.0,22700.0,0.12,100.0,1.7,0.5,1.0,1.0,81.0,9.0,1.0,0.0,0.0,0.12,15.0,1.0,1.7,0.0,4.0,9.0,0.0,0.0,55.0,0.5,0.81,Con Karakatsanis,0.5,0.0,2.0,0.0,1.7,0.34,0.0,100.0,1.0,0.0,False
Machinegun Jubs,Warwick Farm,4,2016-12-21,2,True,False,True,1.0,1.0,2.0,2.0,1.0,2.7,2.0,0.8,1.0,121000.0,0.45,170.0,2.45,1.0,4.0,5.0,48.0,9.0,0.0,2.0,1.0,0.5,20.0,1.0,2.96,0.0,4.0,10.0,0.5,2.0,77.0,0.34,0.09,Angela Davies,0.67,2.0,1.0,2.0,2.4,0.78,3.5,75.0,0.0,0.0,False
Shackleton,Warwick Farm,3,2016-12-21,2,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,999.0,0.0,1.0,Gai Waterhouse & Adrian Bott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Good Time Charlie,Warwick Farm,2,2016-12-21,2,True,False,False,0.0,0.0,3.0,0.0,0.5,0.0,0.0,0.67,0.0,42700.0,0.17,100.0,3.3,1.0,1.0,1.0,45.0,6.0,0.0,3.0,0.0,0.17,100.0,0.0,3.3,1.0,0.0,6.0,0.0,1.0,999.0,0.0,0.45,Joseph Pride,0.5,0.0,0.0,0.0,0.0,0.67,0.0,100.0,0.0,1.0,True
Vaucluse Bay,Warwick Farm,1,2016-12-21,2,False,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.34,0.0,5900.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,999.0,0.0,1.0,Chris Waller,0.0,0.0,1.0,0.0,0.0,0.34,0.0,100.0,1.0,0.0,False
Shadablaze,Bunbury,6,2016-12-22,2,False,False,False,2.0,1.0,3.0,0.0,0.67,0.0,0.0,0.5,0.0,26900.0,0.1,100.0,2.0,0.5,1.0,1.0,83.0,11.0,0.0,3.0,0.0,0.09,100.0,0.0,2.0,0.0,4.0,12.0,0.0,1.0,57.0,0.0,0.82,G Durrant & J Miller,0.5,0.0,2.0,0.0,0.0,0.55,0.0,100.0,1.0,1.0,False
Stormy Grace,Bunbury,5,2016-12-22,2,False,True,False,3.0,1.0,5.0,0.0,0.25,7.0,1.0,0.43,0.0,73700.0,0.13,133.0,5.9,0.67,2.0,4.0,15.0,16.0,0.0,4.0,0.34,0.15,100.0,0.0,5.93,0.0,7.0,28.0,0.0,0.0,64.0,0.0,0.26,Ben Pearce,0.25,1.0,0.0,0.0,0.0,0.38,0.0,100.0,1.0,1.0,False
Radiant Girl,Bunbury,4,2016-12-22,2,False,False,False,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,1.0,26900.0,0.4,100.0,11.6,1.0,2.0,2.0,364.0,5.0,1.0,0.0,0.0,0.4,120.0,1.0,11.6,0.0,0.0,5.0,0.5,0.0,61.0,1.0,3.64,Neville Parnham,1.0,0.0,2.0,1.0,2.2,0.8,21.0,950.0,1.0,0.0,True
The Escape Plan,Bunbury,3,2016-12-22,2,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,1.0,15200.0,0.34,100.0,3.5,0.0,1.0,1.0,17.0,3.0,0.0,0.0,0.0,0.34,250.0,1.0,3.5,0.0,0.0,3.0,0.0,0.0,58.0,1.0,0.17,Daniel Morton,1.0,0.0,0.0,0.0,3.5,0.34,0.0,100.0,0.0,0.0,True
Game On Dude,Bunbury,1,2016-12-22,2,True,False,False,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,1700.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,999.0,0.0,1.0,Ross Price,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,False
Jay Venture,Townsville,7,2016-12-22,2,False,False,True,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.5,1.0,42700.0,0.0,100.0,0.0,0.34,0.0,1.0,54.0,11.0,1.0,4.0,0.0,0.08,117.0,1.0,6.5,1.0,0.0,14.0,0.0,0.0,61.0,0.34,1.0,Janel Ryan,0.67,0.0,2.0,0.0,6.5,0.55,0.0,100.0,0.0,0.0,False
Island Bar,Townsville,6,2016-12-22,2,False,True,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,1.0,93700.0,0.07,100.0,31.0,0.0,1.0,6.0,7.0,16.0,0.0,0.0,0.0,0.12,36.0,1.0,9.08,0.0,0.0,51.0,0.0,0.0,55.0,0.2,0.94,Rick A Nelson,0.2,0.0,1.0,0.0,3.2,0.13,0.0,100.0,0.0,0.0,False
Wishful,Townsville,5,2016-12-22,2,False,False,False,14.0,1.0,11.0,4.0,0.84,6.5,2.0,0.65,1.0,117000.0,0.2,117.0,2.23,0.84,3.0,10.0,22.0,15.0,3.0,3.0,0.34,0.19,30.0,1.0,4.19,3.0,6.0,54.0,0.67,0.0,77.0,0.17,0.55,Trevor Rowe,0.84,2.0,4.0,4.0,4.2,0.67,3.43,128.0,1.0,0.0,False
Tyzone,Townsville,3,2016-12-22,2,True,False,True,1.0,0.0,1.0,2.0,1.0,3.2,1.0,0.88,2.0,153000.0,0.63,60.0,2.47,1.0,5.0,5.0,54.0,8.0,0.0,1.0,0.5,0.63,73.0,2.0,2.47,0.0,4.0,8.0,0.67,0.0,70.0,0.67,0.54,Lawrie Mayfield-Smith,0.67,1.0,1.0,2.0,2.6,0.88,1.98,32.0,1.0,1.0,True
Little Bit Trashy,Townsville,2,2016-12-22,2,False,False,False,1.0,1.0,1.0,0.0,0.25,0.0,0.0,0.16,0.0,5100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,8.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,5.0,13.0,0.0,1.0,999.0,0.0,1.0,Jeffrey Dale,0.25,0.0,1.0,0.0,0.0,0.25,0.0,100.0,0.0,0.0,False
Elite Jet,Townsville,1,2016-12-22,2,True,False,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,7000.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,5.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,999.0,0.0,1.0,Leanne Ashford,0.0,0.0,1.0,0.0,0.0,0.4,0.0,100.0,0.0,0.0,False
Tickling,"Wyong, Magic Millions Day",7,2016-12-22,2,False,True,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.31,1.0,66500.0,0.19,100.0,4.1,0.5,2.0,2.0,37.0,11.0,1.0,1.0,0.0,0.16,27.0,1.0,4.1,0.0,0.0,13.0,0.0,0.0,63.0,0.34,0.25,Kim Waugh,0.34,0.0,1.0,0.0,3.8,0.37,0.0,100.0,0.0,0.0,False
Madeenaty,"Wyong, Magic Millions Day",6,2016-12-22,2,False,False,True,2.0,1.0,0.0,1.0,1.0,1.9,1.0,1.0,0.0,390000.0,0.5,90.0,2.55,1.0,2.0,2.0,28.0,4.0,0.0,0.0,1.0,0.5,100.0,0.0,2.55,0.0,0.0,4.0,1.0,0.0,72.0,0.0,0.28,David & B Hayes & T Dabernig,1.0,1.0,2.0,1.0,0.0,1.0,3.2,220.0,0.0,0.0,True
Golden Spin,"Wyong, Magic Millions Day",4,2016-12-22,2,True,False,False,1.0,1.0,1.0,1.0,0.34,3.1,1.0,0.67,2.0,165000.0,0.0,55.0,0.0,0.5,0.0,4.0,312.0,4.0,0.0,1.0,0.5,0.45,767.0,2.0,9.28,0.0,4.0,9.0,0.34,0.0,80.0,0.67,1.0,Lee & Anthony Freedman,1.0,1.0,1.0,1.0,13.0,0.5,8.0,167.0,0.0,0.0,False
Echo Queen,"Wyong, Magic Millions Day",3,2016-12-22,2,False,False,False,2.0,0.0,5.0,0.0,0.6,0.0,0.0,0.48,0.0,69000.0,0.1,100.0,2.5,0.5,1.0,1.0,85.0,11.0,0.0,4.0,0.0,0.06,100.0,0.0,2.5,1.0,4.0,17.0,0.0,2.0,59.0,0.0,0.77,Chris Waller,0.2,0.0,1.0,0.0,0.0,0.55,0.0,100.0,1.0,1.0,False
Hammond Lane,"Wyong, Magic Millions Day",2,2016-12-22,2,False,False,True,4.0,2.0,3.0,2.0,0.8,2.6,1.0,0.64,1.0,100000.0,0.2,13.0,4.6,0.67,2.0,5.0,201.0,10.0,1.0,1.0,0.34,0.27,20.0,1.0,11.44,0.0,5.0,19.0,0.4,2.0,69.0,0.2,0.08,Jeff Englebrecht,0.6,1.0,2.0,2.0,6.0,0.5,22.7,808.0,0.0,0.0,True
Angel Eight,Sale,8,2016-12-22,2,False,False,False,2.0,1.0,2.0,0.0,0.34,0.0,0.0,0.39,1.0,36200.0,0.0,100.0,0.0,0.34,0.0,1.0,0.0,10.0,0.0,2.0,0.0,0.08,333.0,1.0,13.0,1.0,0.0,13.0,0.0,0.0,60.0,0.34,1.0,Wendy Kelly,1.0,0.0,2.0,0.0,13.0,0.4,0.0,100.0,1.0,1.0,False
Quedoutes,Sale,7,2016-12-22,2,False,False,False,3.0,0.0,1.0,0.0,0.25,0.0,0.0,0.28,1.0,39400.0,0.0,100.0,0.0,0.0,0.0,1.0,82.0,7.0,0.0,0.0,0.0,0.06,7.0,1.0,3.2,0.0,0.0,18.0,0.0,0.0,58.0,0.34,1.0,Robbie Griffiths,0.34,0.0,0.0,0.0,3.2,0.0,0.0,100.0,1.0,0.0,False
Captain Kittinger,Sale,6,2016-12-22,2,False,False,False,6.0,0.0,4.0,1.0,0.25,0.0,0.0,0.45,0.0,92500.0,0.15,100.0,4.55,0.34,3.0,6.0,4.0,20.0,1.0,3.0,0.0,0.17,100.0,0.0,5.78,0.0,7.0,36.0,0.25,0.0,66.0,0.0,0.32,John Leek (Jnr),0.0,0.0,4.0,1.0,0.0,0.5,10.0,150.0,0.0,0.0,True
Tyrannize,Sale,5,2016-12-22,2,False,False,False,0.0,0.0,4.0,1.0,0.8,0.0,0.0,0.47,1.0,92800.0,0.0,100.0,0.0,0.0,0.0,2.0,29.0,6.0,0.0,2.0,0.0,0.16,75.0,1.0,4.63,1.0,5.0,13.0,0.2,3.0,66.0,0.25,1.0,Danny O'Brien,0.5,0.0,0.0,1.0,7.0,0.34,2.25,55.0,0.0,0.0,False
Our Luca,Sale,4,2016-12-22,2,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,19700.0,0.5,0.0,5.0,0.0,1.0,1.0,150.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,5.0,0.0,4.0,2.0,0.0,0.0,63.0,0.0,1.5,Jerome Hunter,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,True
Houston Street,Sale,3,2016-12-22,2,False,False,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,999.0,0.0,1.0,Ciaron Maher,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
